NDVI,EVI,name,imageId
0.33080000000000004,0.2349,jinju,2005_04_23
0.5794,0.3834,jeonju,2005_05_09
0.4413,0.2697,naju,2005_05_09
0.5018,0.4161,daegu,2005_05_09
0.23140000000000002,0.1318,suwon,2005_05_09
0.3055,0.2122,miryang,2005_05_09
0.2934,0.2036,jinju,2005_05_09
0.5561,0.4031,jeonju,2005_05_25
0.38120000000000004,0.2485,naju,2005_05_25
0.5336000000000001,0.3921,daegu,2005_05_25
0.3058,0.1749,suwon,2005_05_25
0.2849,0.171,miryang,2005_05_25
0.3262,0.2283,jinju,2005_05_25
0.5868,0.4147,jeonju,2005_06_10
0.5956,0.43170000000000003,naju,2005_06_10
0.6031000000000001,0.38330000000000003,daegu,2005_06_10
0.31320000000000003,0.1768,suwon,2005_06_10
0.39030000000000004,0.2228,miryang,2005_06_10
0.3995,0.2441,jinju,2005_06_10
0.5705,0.49310000000000004,jeonju,2005_06_26
0.0526,0.0718,naju,2005_06_26
0.6191,0.3831,daegu,2005_06_26
0.24550000000000002,0.18580000000000002,suwon,2005_06_26
0.5621,0.3679,miryang,2005_06_26
0.5676,0.37420000000000003,jinju,2005_06_26
0.6296,0.4964,jeonju,2005_07_12
0.7271000000000001,0.5811000000000001,naju,2005_07_12
0.5694,0.3435,daegu,2005_07_12
0.5008,0.3201,suwon,2005_07_12
0.6273000000000001,0.4979,miryang,2005_07_12
0.5112,0.3196,jinju,2005_07_12
0.7252000000000001,0.5506,jeonju,2005_07_28
0.7143,0.5617,naju,2005_07_28
0.7194,0.42760000000000004,daegu,2005_07_28
0.6834,0.5429,suwon,2005_07_28
0.7063,0.5905,miryang,2005_07_28
0.6861,0.5831000000000001,jinju,2005_07_28
0.7008,0.5053,jeonju,2005_08_13
0.7533000000000001,0.6373,naju,2005_08_13
0.6869000000000001,0.4536,daegu,2005_08_13
0.5981000000000001,0.4549,suwon,2005_08_13
0.7018,0.5559000000000001,miryang,2005_08_13
0.6675,0.5161,jinju,2005_08_13
0.6071000000000001,0.3493,jeonju,2005_08_29
0.6041000000000001,0.3829,naju,2005_08_29
0.5927,0.3442,daegu,2005_08_29
0.6256,0.43620000000000003,suwon,2005_08_29
0.6562,0.3529,miryang,2005_08_29
0.5379,0.3367,jinju,2005_08_29
0.6404000000000001,0.3891,jeonju,2005_09_14
0.6573,0.46730000000000005,naju,2005_09_14
0.5758,0.3814,daegu,2005_09_14
0.5817,0.4021,suwon,2005_09_14
0.5992000000000001,0.40990000000000004,miryang,2005_09_14
0.43870000000000003,0.303,jinju,2005_09_14
0.6358,0.4194,jeonju,2005_09_30
0.6279,0.4212,naju,2005_09_30
0.6109,0.3675,daegu,2005_09_30
0.4763,0.2899,suwon,2005_09_30
0.5292,0.3346,miryang,2005_09_30
0.3738,0.2346,jinju,2005_09_30
0.5358,0.3133,jeonju,2005_10_16
0.514,0.3411,naju,2005_10_16
0.4546,0.2879,daegu,2005_10_16
0.36910000000000004,0.2263,suwon,2005_10_16
0.4456,0.3156,miryang,2005_10_16
0.34550000000000003,0.20850000000000002,jinju,2005_10_16
0.49000000000000005,0.2636,jeonju,2005_11_01
0.4822,0.2903,naju,2005_11_01
0.4358,0.23190000000000002,daegu,2005_11_01
0.24330000000000002,0.1321,suwon,2005_11_01
0.31010000000000004,0.2061,miryang,2005_11_01
0.3131,0.1778,jinju,2005_11_01
0.42060000000000003,0.20650000000000002,jeonju,2005_11_17
0.4621,0.271,naju,2005_11_17
0.21660000000000001,0.1183,daegu,2005_11_17
0.23650000000000002,0.1323,suwon,2005_11_17
0.2737,0.1484,miryang,2005_11_17
0.3304,0.1943,jinju,2005_11_17
0.0724,0.08120000000000001,jeonju,2005_12_03
0.0251,0.031900000000000005,naju,2005_12_03
0.27390000000000003,0.14550000000000002,daegu,2005_12_03
0.2336,0.1223,suwon,2005_12_03
0.2424,0.1353,miryang,2005_12_03
0.27290000000000003,0.1705,jinju,2005_12_03
0.10010000000000001,0.07590000000000001,jeonju,2005_12_19
0.0641,0.0487,naju,2005_12_19
0.2808,0.15560000000000002,daegu,2005_12_19
0.19770000000000001,0.1173,suwon,2005_12_19
0.2245,0.1283,miryang,2005_12_19
0.2892,0.16490000000000002,jinju,2005_12_19
0.1512,0.09630000000000001,jeonju,2006_01_01
0.0641,0.0608,naju,2006_01_01
0.2929,0.1459,daegu,2006_01_01
0.19390000000000002,0.1078,suwon,2006_01_01
0.2396,0.1681,miryang,2006_01_01
0.23240000000000002,0.1454,jinju,2006_01_01
0.25930000000000003,0.1189,jeonju,2006_01_17
0.28650000000000003,0.1482,naju,2006_01_17
0.222,0.1179,daegu,2006_01_17
0.1995,0.1126,suwon,2006_01_17
0.21960000000000002,0.1206,miryang,2006_01_17
0.2555,0.1534,jinju,2006_01_17
0.3331,0.18130000000000002,jeonju,2006_02_02
0.2783,0.1646,naju,2006_02_02
0.2169,0.1129,daegu,2006_02_02
0.19770000000000001,0.1053,suwon,2006_02_02
0.221,0.13390000000000002,miryang,2006_02_02
0.2977,0.1696,jinju,2006_02_02
0.2539,0.11460000000000001,jeonju,2006_02_18
0.2957,0.158,naju,2006_02_18
0.3301,0.1759,daegu,2006_02_18
0.1927,0.09340000000000001,suwon,2006_02_18
0.2376,0.1396,miryang,2006_02_18
0.2763,0.1622,jinju,2006_02_18
0.2561,0.1391,jeonju,2006_03_06
0.29050000000000004,0.1651,naju,2006_03_06
0.22,0.1353,daegu,2006_03_06
0.1885,0.1149,suwon,2006_03_06
0.24150000000000002,0.14,miryang,2006_03_06
0.2554,0.15360000000000001,jinju,2006_03_06
0.261,0.1406,jeonju,2006_03_22
0.2748,0.1587,naju,2006_03_22
0.1845,0.11710000000000001,daegu,2006_03_22
0.22660000000000002,0.11570000000000001,suwon,2006_03_22
0.30410000000000004,0.17950000000000002,miryang,2006_03_22
0.2808,0.1802,jinju,2006_03_22
0.2877,0.1699,jeonju,2006_04_07
0.2837,0.16720000000000002,naju,2006_04_07
0.382,0.24910000000000002,daegu,2006_04_07
0.2439,0.1343,suwon,2006_04_07
0.33340000000000003,0.20750000000000002,miryang,2006_04_07
0.3388,0.19840000000000002,jinju,2006_04_07
0.3191,0.222,jeonju,2006_04_23
0.35400000000000004,0.233,naju,2006_04_23
0.38730000000000003,0.2911,daegu,2006_04_23
0.27190000000000003,0.138,suwon,2006_04_23
0.2937,0.2038,miryang,2006_04_23
0.3567,0.2489,jinju,2006_04_23
0.4479,0.3292,jeonju,2006_05_09
0.4302,0.266,naju,2006_05_09
0.5501,0.3563,daegu,2006_05_09
0.25880000000000003,0.1393,suwon,2006_05_09
0.37020000000000003,0.2401,miryang,2006_05_09
0.3548,0.2315,jinju,2006_05_09
0.6305000000000001,0.5327000000000001,jeonju,2006_05_25
0.4525,0.3383,naju,2006_05_25
0.5588000000000001,0.4272,daegu,2006_05_25
0.2758,0.1459,suwon,2006_05_25
0.317,0.2044,miryang,2006_05_25
0.3483,0.2212,jinju,2006_05_25
0.6481,0.45690000000000003,jeonju,2006_06_10
0.4308,0.2973,naju,2006_06_10
0.5412,0.3739,daegu,2006_06_10
0.2968,0.15030000000000002,suwon,2006_06_10
0.3861,0.2526,miryang,2006_06_10
0.3952,0.2364,jinju,2006_06_10
0.7042,0.5088,jeonju,2006_06_26
0.6125,0.4016,naju,2006_06_26
0.7893,0.5302,daegu,2006_06_26
0.4801,0.2866,suwon,2006_06_26
0.522,0.3356,miryang,2006_06_26
0.4504,0.3017,jinju,2006_06_26
0.40640000000000004,0.3773,jeonju,2006_07_12
0.5452,0.5057,naju,2006_07_12
0.6841,0.7044,daegu,2006_07_12
0.4253,0.3468,suwon,2006_07_12
0.40080000000000005,0.3407,miryang,2006_07_12
0.33290000000000003,0.2909,jinju,2006_07_12
0.6723,0.4761,jeonju,2006_07_28
0.5775,0.3985,naju,2006_07_28
0.7279,0.4368,daegu,2006_07_28
0.6161,0.4282,suwon,2006_07_28
0.6595000000000001,0.4662,miryang,2006_07_28
0.5403,0.3869,jinju,2006_07_28
0.6897,0.5152,jeonju,2006_08_13
0.6408,0.4812,naju,2006_08_13
0.8103,0.609,daegu,2006_08_13
0.6856,0.5343,suwon,2006_08_13
0.6291,0.49400000000000005,miryang,2006_08_13
0.6942,0.5545,jinju,2006_08_13
0.6399,0.3861,jeonju,2006_08_29
0.6548,0.47640000000000005,naju,2006_08_29
0.621,0.3602,daegu,2006_08_29
0.6147,0.47350000000000003,suwon,2006_08_29
0.7003,0.5325,miryang,2006_08_29
0.5409,0.3674,jinju,2006_08_29
0.5819,0.383,jeonju,2006_09_14
0.6713,0.43970000000000004,naju,2006_09_14
0.6486000000000001,0.39030000000000004,daegu,2006_09_14
0.4907,0.3185,suwon,2006_09_14
0.6399,0.4199,miryang,2006_09_14
0.5942000000000001,0.3926,jinju,2006_09_14
0.6002000000000001,0.3504,jeonju,2006_09_30
0.6085,0.41240000000000004,naju,2006_09_30
0.4741,0.2827,daegu,2006_09_30
0.47140000000000004,0.2938,suwon,2006_09_30
0.5052,0.3286,miryang,2006_09_30
0.4171,0.2484,jinju,2006_09_30
0.5646,0.3064,jeonju,2006_10_16
0.45330000000000004,0.2937,naju,2006_10_16
0.5639000000000001,0.3241,daegu,2006_10_16
0.3425,0.1842,suwon,2006_10_16
0.3886,0.2489,miryang,2006_10_16
0.3497,0.2472,jinju,2006_10_16
0.5257000000000001,0.2635,jeonju,2006_11_01
0.5956,0.3922,naju,2006_11_01
0.3568,0.17170000000000002,daegu,2006_11_01
0.2916,0.184,suwon,2006_11_01
0.3053,0.2175,miryang,2006_11_01
0.33190000000000003,0.1967,jinju,2006_11_01
0.42100000000000004,0.2253,jeonju,2006_11_17
0.36310000000000003,0.20170000000000002,naju,2006_11_17
0.3074,0.16720000000000002,daegu,2006_11_17
0.266,0.15180000000000002,suwon,2006_11_17
0.2998,0.1894,miryang,2006_11_17
0.2768,0.1719,jinju,2006_11_17
0.4189,0.2051,jeonju,2006_12_03
0.3269,0.18000000000000002,naju,2006_12_03
0.25470000000000004,0.1135,daegu,2006_12_03
0.2456,0.1384,suwon,2006_12_03
0.321,0.1847,miryang,2006_12_03
0.262,0.1534,jinju,2006_12_03
0.2964,0.1376,jeonju,2006_12_19
0.33280000000000004,0.1673,naju,2006_12_19
0.2273,0.1368,daegu,2006_12_19
0.22260000000000002,0.11230000000000001,suwon,2006_12_19
0.2891,0.1625,miryang,2006_12_19
0.2504,0.14550000000000002,jinju,2006_12_19
0.3225,0.1453,jeonju,2007_01_01
0.33280000000000004,0.1673,naju,2007_01_01
0.2707,0.1374,daegu,2007_01_01
0.2131,0.11520000000000001,suwon,2007_01_01
0.30870000000000003,0.1787,miryang,2007_01_01
0.272,0.1492,jinju,2007_01_01
0.29250000000000004,0.14,jeonju,2007_01_17
0.2826,0.1492,naju,2007_01_17
0.21080000000000002,0.11470000000000001,daegu,2007_01_17
0.1668,0.0868,suwon,2007_01_17
0.25670000000000004,0.2074,miryang,2007_01_17
0.2373,0.1389,jinju,2007_01_17
0.2993,0.1383,jeonju,2007_02_02
0.3294,0.1716,naju,2007_02_02
0.22490000000000002,0.12100000000000001,daegu,2007_02_02
0.1526,0.0737,suwon,2007_02_02
0.2544,0.14700000000000002,miryang,2007_02_02
0.2677,0.13520000000000001,jinju,2007_02_02
0.2944,0.1597,jeonju,2007_02_18
0.36360000000000003,0.21200000000000002,naju,2007_02_18
0.32170000000000004,0.1691,daegu,2007_02_18
0.2134,0.1226,suwon,2007_02_18
0.2973,0.1844,miryang,2007_02_18
0.3039,0.1726,jinju,2007_02_18
0.30960000000000004,0.1525,jeonju,2007_03_06
0.3531,0.20090000000000002,naju,2007_03_06
0.26680000000000004,0.13670000000000002,daegu,2007_03_06
0.2087,0.10790000000000001,suwon,2007_03_06
0.3592,0.2384,miryang,2007_03_06
0.325,0.2059,jinju,2007_03_06
0.3425,0.2245,jeonju,2007_03_22
0.3962,0.233,naju,2007_03_22
0.3396,0.1895,daegu,2007_03_22
0.2318,0.12150000000000001,suwon,2007_03_22
0.36050000000000004,0.23850000000000002,miryang,2007_03_22
0.3528,0.22540000000000002,jinju,2007_03_22
0.4232,0.2733,jeonju,2007_04_07
0.4747,0.3584,naju,2007_04_07
0.40850000000000003,0.2837,daegu,2007_04_07
0.26830000000000004,0.1499,suwon,2007_04_07
0.32320000000000004,0.2155,miryang,2007_04_07
0.3632,0.2333,jinju,2007_04_07
0.5102,0.4072,jeonju,2007_04_23
0.5158,0.39890000000000003,naju,2007_04_23
0.41750000000000004,0.3055,daegu,2007_04_23
0.2303,0.15230000000000002,suwon,2007_04_23
0.2987,0.18460000000000001,miryang,2007_04_23
0.41250000000000003,0.29300000000000004,jinju,2007_04_23
0.6165,0.38580000000000003,jeonju,2007_05_09
0.5067,0.3607,naju,2007_05_09
0.4646,0.3798,daegu,2007_05_09
0.2579,0.13670000000000002,suwon,2007_05_09
0.2857,0.1855,miryang,2007_05_09
0.49910000000000004,0.3929,jinju,2007_05_09
0.45320000000000005,0.2879,jeonju,2007_05_25
0.4087,0.2722,naju,2007_05_25
0.3361,0.21710000000000002,daegu,2007_05_25
0.25720000000000004,0.1626,suwon,2007_05_25
0.3793,0.24810000000000001,miryang,2007_05_25
0.3628,0.24630000000000002,jinju,2007_05_25
0.6106,0.368,jeonju,2007_06_10
0.45640000000000003,0.3296,naju,2007_06_10
0.3909,0.2232,daegu,2007_06_10
0.38170000000000004,0.24100000000000002,suwon,2007_06_10
0.36970000000000003,0.2031,miryang,2007_06_10
0.3599,0.2165,jinju,2007_06_10
0.3397,0.27990000000000004,jeonju,2007_06_26
0.5681,0.3573,naju,2007_06_26
0.9136000000000001,0.5531,daegu,2007_06_26
0.5176000000000001,0.301,suwon,2007_06_26
0.4237,0.272,miryang,2007_06_26
0.5941000000000001,0.3789,jinju,2007_06_26
0.5997,0.4103,jeonju,2007_07_12
0.7021000000000001,0.5096,naju,2007_07_12
0.7949,0.5522,daegu,2007_07_12
0.5554,0.33080000000000004,suwon,2007_07_12
0.5892000000000001,0.3891,miryang,2007_07_12
0.5452,0.3966,jinju,2007_07_12
0.5474,0.4384,jeonju,2007_07_28
0.7218,0.5368,naju,2007_07_28
0.7627,0.5808,daegu,2007_07_28
0.5339,0.3594,suwon,2007_07_28
0.7087,0.5992000000000001,miryang,2007_07_28
0.5756,0.3972,jinju,2007_07_28
0.6295000000000001,0.4385,jeonju,2007_08_13
0.6492,0.49450000000000005,naju,2007_08_13
0.7554000000000001,0.5663,daegu,2007_08_13
0.6683,0.5161,suwon,2007_08_13
0.6627000000000001,0.4817,miryang,2007_08_13
0.6785,0.5047,jinju,2007_08_13
0.5640000000000001,0.3572,jeonju,2007_08_29
0.605,0.4344,naju,2007_08_29
0.6695,0.45420000000000005,daegu,2007_08_29
0.5497000000000001,0.3034,suwon,2007_08_29
0.6578,0.45530000000000004,miryang,2007_08_29
0.4722,0.3008,jinju,2007_08_29
0.6488,0.4081,jeonju,2007_09_14
0.596,0.372,naju,2007_09_14
0.5801000000000001,0.32430000000000003,daegu,2007_09_14
0.6336,0.4511,suwon,2007_09_14
0.5202,0.3089,miryang,2007_09_14
0.49460000000000004,0.32380000000000003,jinju,2007_09_14
0.5548000000000001,0.3315,jeonju,2007_09_30
0.5116,0.2974,naju,2007_09_30
0.5578000000000001,0.35710000000000003,daegu,2007_09_30
0.5777,0.3985,suwon,2007_09_30
0.5621,0.3553,miryang,2007_09_30
0.386,0.2674,jinju,2007_09_30
0.4872,0.304,jeonju,2007_10_16
0.44780000000000003,0.2706,naju,2007_10_16
0.4783,0.30460000000000004,daegu,2007_10_16
0.41750000000000004,0.2822,suwon,2007_10_16
0.5233,0.34540000000000004,miryang,2007_10_16
0.26530000000000004,0.1706,jinju,2007_10_16
0.5832,0.3277,jeonju,2007_11_01
0.40950000000000003,0.2366,naju,2007_11_01
0.45680000000000004,0.2499,daegu,2007_11_01
0.3115,0.18480000000000002,suwon,2007_11_01
0.3471,0.2122,miryang,2007_11_01
0.2564,0.1376,jinju,2007_11_01
0.48560000000000003,0.26990000000000003,jeonju,2007_11_17
0.3115,0.18180000000000002,naju,2007_11_17
0.4187,0.23070000000000002,daegu,2007_11_17
0.2459,0.1194,suwon,2007_11_17
0.3005,0.20470000000000002,miryang,2007_11_17
0.2667,0.1474,jinju,2007_11_17
0.3149,0.16090000000000002,jeonju,2007_12_03
0.34440000000000004,0.23600000000000002,naju,2007_12_03
0.28800000000000003,0.1348,daegu,2007_12_03
0.2268,0.11850000000000001,suwon,2007_12_03
0.25320000000000004,0.1442,miryang,2007_12_03
0.2446,0.14500000000000002,jinju,2007_12_03
0.2826,0.1263,jeonju,2007_12_19
0.30770000000000003,0.18130000000000002,naju,2007_12_19
0.3302,0.16160000000000002,daegu,2007_12_19
0.2111,0.12760000000000002,suwon,2007_12_19
0.28,0.1704,miryang,2007_12_19
0.2174,0.1273,jinju,2007_12_19
0.2826,0.1263,jeonju,2008_01_01
0.33790000000000003,0.17800000000000002,naju,2008_01_01
0.22640000000000002,0.1197,daegu,2008_01_01
0.2111,0.12760000000000002,suwon,2008_01_01
0.28,0.1704,miryang,2008_01_01
0.2812,0.1547,jinju,2008_01_01
0.2897,0.1457,jeonju,2008_01_17
0.2765,0.1558,naju,2008_01_17
0.33,0.17400000000000002,daegu,2008_01_17
0.1915,0.10940000000000001,suwon,2008_01_17
0.27190000000000003,0.16240000000000002,miryang,2008_01_17
0.254,0.1424,jinju,2008_01_17
0.3627,0.1804,jeonju,2008_02_02
0.2558,0.13770000000000002,naju,2008_02_02
0.3022,0.1799,daegu,2008_02_02
0.2082,0.1177,suwon,2008_02_02
0.24630000000000002,0.1678,miryang,2008_02_02
0.2977,0.1789,jinju,2008_02_02
0.2472,0.1335,jeonju,2008_02_18
0.2624,0.1635,naju,2008_02_18
0.3289,0.18100000000000002,daegu,2008_02_18
0.18480000000000002,0.10690000000000001,suwon,2008_02_18
0.2526,0.16340000000000002,miryang,2008_02_18
0.24710000000000001,0.153,jinju,2008_02_18
0.228,0.12710000000000002,jeonju,2008_03_05
0.3035,0.19770000000000001,naju,2008_03_05
0.2639,0.16720000000000002,daegu,2008_03_05
0.2146,0.1269,suwon,2008_03_05
0.3274,0.2001,miryang,2008_03_05
0.2682,0.1658,jinju,2008_03_05
0.3295,0.19590000000000002,jeonju,2008_03_21
0.3282,0.19940000000000002,naju,2008_03_21
0.224,0.128,daegu,2008_03_21
0.25,0.1341,suwon,2008_03_21
0.3366,0.1973,miryang,2008_03_21
0.2856,0.1701,jinju,2008_03_21
0.38130000000000003,0.22840000000000002,jeonju,2008_04_06
0.3956,0.24830000000000002,naju,2008_04_06
0.2727,0.1448,daegu,2008_04_06
0.2892,0.17880000000000001,suwon,2008_04_06
0.41240000000000004,0.269,miryang,2008_04_06
0.2908,0.1729,jinju,2008_04_06
0.4123,0.2672,jeonju,2008_04_22
0.5463,0.3537,naju,2008_04_22
0.5692,0.40950000000000003,daegu,2008_04_22
0.2721,0.13520000000000001,suwon,2008_04_22
0.3583,0.2174,miryang,2008_04_22
0.3331,0.23440000000000003,jinju,2008_04_22
0.42860000000000004,0.26180000000000003,jeonju,2008_05_08
0.5577,0.37320000000000003,naju,2008_05_08
0.5433,0.3673,daegu,2008_05_08
0.277,0.1797,suwon,2008_05_08
0.31620000000000004,0.19340000000000002,miryang,2008_05_08
0.3272,0.24500000000000002,jinju,2008_05_08
0.48500000000000004,0.2911,jeonju,2008_05_24
0.40540000000000004,0.2439,naju,2008_05_24
0.5415,0.3574,daegu,2008_05_24
0.32630000000000003,0.1806,suwon,2008_05_24
0.39540000000000003,0.255,miryang,2008_05_24
0.3593,0.2293,jinju,2008_05_24
0.5786,0.4117,jeonju,2008_06_09
0.4218,0.2548,naju,2008_06_09
0.37170000000000003,0.2326,daegu,2008_06_09
0.35150000000000003,0.2048,suwon,2008_06_09
0.3382,0.21000000000000002,miryang,2008_06_09
0.3373,0.22610000000000002,jinju,2008_06_09
0.5296000000000001,0.31520000000000004,jeonju,2008_06_25
0.4874,0.3783,naju,2008_06_25
0.5789000000000001,0.4194,daegu,2008_06_25
0.4625,0.24880000000000002,suwon,2008_06_25
0.4958,0.3159,miryang,2008_06_25
0.4525,0.3156,jinju,2008_06_25
0.8290000000000001,0.6177,jeonju,2008_07_11
0.5646,0.4264,naju,2008_07_11
0.673,0.43260000000000004,daegu,2008_07_11
0.5807,0.3794,suwon,2008_07_11
0.33330000000000004,0.3116,miryang,2008_07_11
0.5468000000000001,0.404,jinju,2008_07_11
0.6788000000000001,0.4302,jeonju,2008_07_27
0.7842,0.6789000000000001,naju,2008_07_27
0.7372000000000001,0.45680000000000004,daegu,2008_07_27
0.6891,0.5012,suwon,2008_07_27
0.6619,0.4767,miryang,2008_07_27
0.6054,0.4298,jinju,2008_07_27
0.7975,0.523,jeonju,2008_08_12
0.6702,0.5383,naju,2008_08_12
0.5818,0.5153,daegu,2008_08_12
0.6708000000000001,0.5251,suwon,2008_08_12
0.6741,0.5827,miryang,2008_08_12
0.5234,0.38580000000000003,jinju,2008_08_12
0.7533000000000001,0.4873,jeonju,2008_08_28
0.6304000000000001,0.4043,naju,2008_08_28
0.755,0.531,daegu,2008_08_28
0.6014,0.42010000000000003,suwon,2008_08_28
0.6959000000000001,0.4932,miryang,2008_08_28
0.5577,0.39480000000000004,jinju,2008_08_28
0.5541,0.33440000000000003,jeonju,2008_09_13
0.6042000000000001,0.39730000000000004,naju,2008_09_13
0.6124,0.3941,daegu,2008_09_13
0.524,0.322,suwon,2008_09_13
0.65,0.4499,miryang,2008_09_13
0.36060000000000003,0.24130000000000001,jinju,2008_09_13
0.5598000000000001,0.334,jeonju,2008_09_29
0.503,0.3257,naju,2008_09_29
0.4252,0.23650000000000002,daegu,2008_09_29
0.5007,0.2983,suwon,2008_09_29
0.49100000000000005,0.3215,miryang,2008_09_29
0.3301,0.1962,jinju,2008_09_29
0.5213,0.31570000000000004,jeonju,2008_10_15
0.3924,0.24760000000000001,naju,2008_10_15
0.45930000000000004,0.22820000000000001,daegu,2008_10_15
0.4179,0.2288,suwon,2008_10_15
0.379,0.2054,miryang,2008_10_15
0.306,0.1668,jinju,2008_10_15
0.3861,0.20140000000000002,jeonju,2008_10_31
0.39830000000000004,0.2233,naju,2008_10_31
0.4249,0.22,daegu,2008_10_31
0.34800000000000003,0.18130000000000002,suwon,2008_10_31
0.3079,0.233,miryang,2008_10_31
0.22640000000000002,0.1173,jinju,2008_10_31
0.30610000000000004,0.1535,jeonju,2008_11_16
0.3633,0.1956,naju,2008_11_16
0.2462,0.1307,daegu,2008_11_16
0.2528,0.13490000000000002,suwon,2008_11_16
0.299,0.1711,miryang,2008_11_16
0.24070000000000003,0.1366,jinju,2008_11_16
0.35050000000000003,0.17830000000000001,jeonju,2008_12_02
0.3297,0.18530000000000002,naju,2008_12_02
0.2034,0.1024,daegu,2008_12_02
0.2404,0.1272,suwon,2008_12_02
0.2661,0.1388,miryang,2008_12_02
0.1852,0.09820000000000001,jinju,2008_12_02
0.37510000000000004,0.2232,jeonju,2008_12_18
0.3417,0.2116,naju,2008_12_18
0.2252,0.117,daegu,2008_12_18
0.22240000000000001,0.1331,suwon,2008_12_18
0.24100000000000002,0.1305,miryang,2008_12_18
0.2321,0.13090000000000002,jinju,2008_12_18
0.3512,0.1643,jeonju,2009_01_01
0.32,0.1993,naju,2009_01_01
0.2311,0.1454,daegu,2009_01_01
0.20450000000000002,0.11330000000000001,suwon,2009_01_01
0.21980000000000002,0.1223,miryang,2009_01_01
0.2321,0.13090000000000002,jinju,2009_01_01
0.28550000000000003,0.15230000000000002,jeonju,2009_01_17
0.3443,0.2005,naju,2009_01_17
0.35910000000000003,0.18780000000000002,daegu,2009_01_17
0.2083,0.11370000000000001,suwon,2009_01_17
0.17930000000000001,0.1013,miryang,2009_01_17
0.1988,0.1034,jinju,2009_01_17
0.2602,0.131,jeonju,2009_02_02
0.3176,0.1781,naju,2009_02_02
0.21730000000000002,0.1143,daegu,2009_02_02
0.21780000000000002,0.1228,suwon,2009_02_02
0.20400000000000001,0.1418,miryang,2009_02_02
0.1967,0.10400000000000001,jinju,2009_02_02
0.28,0.1613,jeonju,2009_02_18
0.3174,0.1903,naju,2009_02_18
0.2514,0.1564,daegu,2009_02_18
0.20020000000000002,0.11510000000000001,suwon,2009_02_18
0.2404,0.1306,miryang,2009_02_18
0.2599,0.1432,jinju,2009_02_18
0.2853,0.1605,jeonju,2009_03_06
0.4177,0.2434,naju,2009_03_06
0.2265,0.12050000000000001,daegu,2009_03_06
0.2086,0.1106,suwon,2009_03_06
0.2489,0.1519,miryang,2009_03_06
0.2587,0.1399,jinju,2009_03_06
0.28950000000000004,0.1569,jeonju,2009_03_22
0.3962,0.25720000000000004,naju,2009_03_22
0.31270000000000003,0.1694,daegu,2009_03_22
0.2431,0.1379,suwon,2009_03_22
0.31010000000000004,0.2107,miryang,2009_03_22
0.36710000000000004,0.24750000000000003,jinju,2009_03_22
0.3047,0.1877,jeonju,2009_04_07
0.4824,0.3176,naju,2009_04_07
0.43670000000000003,0.2827,daegu,2009_04_07
0.2321,0.1375,suwon,2009_04_07
0.333,0.23,miryang,2009_04_07
0.30610000000000004,0.193,jinju,2009_04_07
0.3139,0.2159,jeonju,2009_04_23
0.4476,0.2826,naju,2009_04_23
0.4217,0.2992,daegu,2009_04_23
0.24130000000000001,0.1452,suwon,2009_04_23
0.3103,0.2083,miryang,2009_04_23
0.3356,0.2044,jinju,2009_04_23
0.3345,0.2358,jeonju,2009_05_09
0.3849,0.2767,naju,2009_05_09
0.43970000000000004,0.34390000000000004,daegu,2009_05_09
0.2995,0.1761,suwon,2009_05_09
0.3129,0.18580000000000002,miryang,2009_05_09
0.34700000000000003,0.2126,jinju,2009_05_09
0.4354,0.314,jeonju,2009_05_25
0.5039,0.35800000000000004,naju,2009_05_25
0.4733,0.2992,daegu,2009_05_25
0.2752,0.1583,suwon,2009_05_25
0.3191,0.19090000000000001,miryang,2009_05_25
0.27090000000000003,0.17500000000000002,jinju,2009_05_25
0.45430000000000004,0.3416,jeonju,2009_06_10
0.4887,0.315,naju,2009_06_10
0.4353,0.2949,daegu,2009_06_10
0.27140000000000003,0.12190000000000001,suwon,2009_06_10
0.2743,0.1708,miryang,2009_06_10
0.3114,0.23770000000000002,jinju,2009_06_10
0.5279,0.41910000000000003,jeonju,2009_06_26
0.5901000000000001,0.341,naju,2009_06_26
0.6967,0.4545,daegu,2009_06_26
0.3976,0.263,suwon,2009_06_26
0.48510000000000003,0.4524,miryang,2009_06_26
0.3795,0.2972,jinju,2009_06_26
0.7362000000000001,0.5728,jeonju,2009_07_12
0.08650000000000001,0.1153,naju,2009_07_12
0.13490000000000002,0.1602,daegu,2009_07_12
0.5637,0.3528,suwon,2009_07_12
0.1013,0.1139,miryang,2009_07_12
0.0653,0.08080000000000001,jinju,2009_07_12
0.6596000000000001,0.5032,jeonju,2009_07_28
0.7193,0.5484,naju,2009_07_28
0.5759000000000001,0.6375000000000001,daegu,2009_07_28
0.6539,0.48910000000000003,suwon,2009_07_28
0.3507,0.2851,miryang,2009_07_28
0.3281,0.27940000000000004,jinju,2009_07_28
0.6755,0.4717,jeonju,2009_08_13
0.7441,0.4801,naju,2009_08_13
0.778,0.4873,daegu,2009_08_13
0.5524,0.3574,suwon,2009_08_13
0.6457,0.4315,miryang,2009_08_13
0.5666,0.3663,jinju,2009_08_13
0.6037,0.433,jeonju,2009_08_29
0.6033000000000001,0.3623,naju,2009_08_29
0.6413,0.42900000000000005,daegu,2009_08_29
0.5667,0.3684,suwon,2009_08_29
0.6676000000000001,0.4727,miryang,2009_08_29
0.38730000000000003,0.2642,jinju,2009_08_29
0.5706,0.3935,jeonju,2009_09_14
