Feature ID,240607_NDVI,240607_NDRE,240607_GNDVI,240607_RVI,240607_CVI,240607_NGRDI,240607_GLI,240607_VARI,240607_BI,240607_CI,240607_RI,240607_CIRE,240607_GI,240607_TVI,240607_CIG
60,0.21278353,0.12020513,0.46401963,1.5405973,4.842916,-0.27875966,-0.080091484,-0.35172483,0.14404188,0.27875966,31.41227,0.27325714,1.7730007,6.9310017,-0.63389814
60,0.24787807,0.1309733,0.51022065,1.6591433,5.7305446,-0.30032545,-0.110676944,-0.3868488,0.11439317,0.30032545,45.05759,0.30142522,1.8584719,6.3883905,-0.6756902
60,0.25947702,0.13816658,0.5073733,1.700794,5.5049577,-0.2854802,-0.094512425,-0.36644143,0.10436871,0.2854802,45.136803,0.320634,1.7990828,5.908416,-0.6731886
60,0.26129803,0.15101096,0.54671943,1.7074518,6.819308,-0.3329914,-0.1285993,-0.41488263,0.10327062,0.3329914,61.110783,0.35574305,1.9984621,6.3061066,-0.70694065
60,0.28064567,0.14702538,0.56617564,1.780271,7.3209414,-0.33946997,-0.13103998,-0.41910502,0.09100965,0.33946997,72.24119,0.34473562,2.0278714,5.9432383,-0.723004
60,0.2888955,0.1604046,0.5565078,1.812526,6.795892,-0.3188794,-0.102308415,-0.38742834,0.08958219,0.3188794,64.497826,0.38209975,1.9363376,5.8356934,-0.7150723
60,0.2906664,0.13052857,0.5651661,1.8195479,7.1205025,-0.3284569,-0.11136694,-0.39843643,0.09090627,0.3284569,67.47246,0.30024815,1.9782155,6.0306387,-0.72218037
60,0.24817963,0.13261333,0.52861863,1.6602099,6.334182,-0.3227861,-0.114709154,-0.3991504,0.10514676,0.3227861,56.302513,0.30577672,1.9532766,6.0793867,-0.6916292
60,0.27169344,0.16482274,0.5362606,1.7460963,6.2851195,-0.30968827,-0.10170582,-0.38317478,0.093751274,0.30968827,58.225037,0.39470124,1.8972417,5.719097,-0.6981375
60,0.2805821,0.1562237,0.5154217,1.7800254,5.494304,-0.27454346,-0.06609435,-0.3393065,0.08562199,0.27454346,51.531113,0.37029648,1.7568847,5.0968933,-0.68023527
60,0.27056563,0.13577816,0.4954548,1.7418505,5.04354,-0.25970313,-0.04923847,-0.31948638,0.0882228,0.25970313,45.80477,0.31422067,1.7016189,4.9660115,-0.6626142
60,0.27556702,0.14994965,0.52650833,1.76078,5.902943,-0.29352894,-0.08676835,-0.3641589,0.08891268,0.29352894,55.622723,0.3528018,1.8309723,5.361597,-0.68982047
60,0.2648571,0.12287301,0.53072333,1.7205595,6.1839495,-0.3093504,-0.09972681,-0.38143674,0.0950748,0.3093504,57.295223,0.2801715,1.8958244,5.675538,-0.6934282
60,0.26091227,0.12974265,0.5408111,1.7060387,6.599746,-0.32588223,-0.11594044,-0.40132865,0.10259982,0.32588223,58.82645,0.2981708,1.9668406,6.19598,-0.7019824
60,0.273064,0.15337367,0.5497195,1.7512739,6.7637253,-0.3255187,-0.1160986,-0.4013326,0.09818049,0.3255187,61.33481,0.36231732,1.9652417,6.149969,-0.7094439
60,0.26120952,0.12014501,0.52611005,1.7071275,6.0750628,-0.30710435,-0.09139466,-0.37394166,0.10020137,0.30710435,53.61843,0.2731018,1.8864374,5.8946733,-0.6894785
60,0.22142035,0.11224838,0.46216938,1.5687802,4.7113147,-0.26819432,-0.053592943,-0.3273016,0.121379524,0.26819432,35.004326,0.25288248,1.732966,5.8979883,-0.63216937
60,0.21981597,0.12620495,0.4683473,1.5634978,4.878702,-0.2770541,-0.07758234,-0.34894753,0.12702045,0.2770541,35.260365,0.28886628,1.7664587,6.2366323,-0.63792443
60,0.25535893,0.12962176,0.52119184,1.6858579,5.987203,-0.30664456,-0.10678937,-0.38611656,0.106078014,0.30664456,50.505245,0.29785156,1.8845233,6.1233997,-0.68524146
60,0.27211246,0.13276826,0.5234473,1.7476772,5.847518,-0.29308003,-0.08621774,-0.3635234,0.10085927,0.29308003,48.901073,0.3061887,1.8291746,6.0123444,-0.68718785
60,0.23809487,0.11864415,0.5099703,1.6249987,5.8430405,-0.3094491,-0.09494486,-0.3777044,0.111904204,0.3094491,48.70811,0.26923096,1.8962384,6.146063,-0.6754706
60,0.279056,0.15352646,0.5504855,1.7741406,6.705944,-0.32069314,-0.11197233,-0.39604914,0.09142908,0.32069314,63.91144,0.36274362,1.9441776,5.794093,-0.71008146
60,0.2931785,0.15677303,0.5758998,1.8295687,7.54695,-0.34015322,-0.12956478,-0.41798508,0.083757505,0.34015322,78.83707,0.3718406,2.0310068,5.684087,-0.7308837
60,0.2509761,0.1423701,0.50823885,1.6701417,5.6322074,-0.29487595,-0.08851426,-0.36613956,0.10622483,0.29487595,46.939552,0.33200824,1.8363804,5.940049,-0.67395014
60,0.25192383,0.14458103,0.52363026,1.6735245,6.1127806,-0.31299517,-0.10216158,-0.38491714,0.09685092,0.31299517,57.52249,0.33803558,1.9111878,5.583926,-0.6873456
60,0.27255106,0.15107714,0.55030173,1.7493339,6.79387,-0.32675982,-0.12356069,-0.4082903,0.08228852,0.32675982,73.7504,0.35592663,1.970708,5.1552505,-0.7099285
60,0.32418263,0.16820799,0.56270754,1.9593794,6.5176787,-0.29174504,-0.08972504,-0.36559832,0.068091296,0.29174504,71.85071,0.4044472,1.8238419,4.76589,-0.72017
60,0.31719446,0.1682975,0.5557062,1.9290916,6.355676,-0.2895498,-0.07762838,-0.35538954,0.07282663,0.2895498,66.29296,0.404706,1.8151163,4.972862,-0.7144102
60,0.29270115,0.15262355,0.5431351,1.827659,6.242193,-0.2977728,-0.0880174,-0.3671166,0.086311735,0.2977728,58.79527,0.36022615,1.848081,5.5247135,-0.70393723
60,0.27164277,0.1397365,0.5280046,1.7459053,6.002788,-0.2992883,-0.088159285,-0.36792964,0.09597571,0.2992883,53.36541,0.32486904,1.8542409,5.7658367,-0.69110334
60,0.2772228,0.14335516,0.5523641,1.7671045,6.8057365,-0.32489118,-0.11031444,-0.3962475,0.0920426,0.32489118,65.168884,0.33468986,1.9624854,5.8339567,-0.7116425
