Feature ID,240321_NDVI,240321_NDRE,240321_GNDVI,240321_RVI,240321_CVI,240321_NGRDI,240321_GLI,240321_VARI,240321_BI,240321_CI,240321_RI,240321_CIRE,240321_GI,240321_TVI,240321_CIG
60,0.22951816,0.094204955,0.28053135,1.5957782,1.9851083,-0.05452384,0.045539096,-0.082095996,0.24768214,0.05452384,5.3199916,0.20800495,1.1153363,7.293907,-0.43814838
60,0.20207798,0.08590275,0.2682887,1.5065106,1.9942725,-0.07000609,0.031738892,-0.105713114,0.2567117,0.07000609,5.558379,0.18795097,1.1505517,6.9858093,-0.42307198
60,0.2333374,0.095103145,0.295906,1.6087095,2.1057563,-0.06720912,0.032002825,-0.10203822,0.251367,0.06720912,5.5952125,0.21019661,1.1441033,7.865513,-0.4566782
60,0.30051824,0.09890699,0.3171256,1.8592597,2.0009334,-0.018356793,0.06715725,-0.028194083,0.23736295,0.018356793,4.6195445,0.21952665,1.0374001,8.655135,-0.48154193
60,0.14289233,0.061238464,0.22593704,1.3334291,1.8811082,-0.08581521,0.013621238,-0.13135797,0.2881873,0.08581521,5.37438,0.13046646,1.1877415,6.129381,-0.36859483
60,0.17584737,0.0803682,0.23836605,1.4267349,1.8529435,-0.065253876,0.0331356,-0.09919403,0.26536173,0.065253876,5.246982,0.17478347,1.1396184,6.1972265,-0.38496864
60,0.1838817,0.08263547,0.2617899,1.4506252,2.0139973,-0.081848204,0.02583897,-0.12233946,0.25476873,0.081848204,5.955153,0.18015838,1.178289,6.6141434,-0.41495
60,0.18739982,0.08030233,0.26538324,1.461235,2.0304976,-0.08206473,0.021080373,-0.12415259,0.26275113,0.08206473,5.780737,0.17462766,1.1788028,6.947071,-0.41945118
60,0.21278472,0.07600928,0.25256416,1.5406011,1.8228962,-0.04203869,0.045925524,-0.06495629,0.2623484,0.04203869,4.7122545,0.16452396,1.087767,6.7878275,-0.40327543
60,0.23154116,0.07729861,0.26349726,1.6026118,1.836418,-0.034032427,0.054192036,-0.052328426,0.2478362,0.034032427,4.7892475,0.16754854,1.0704628,6.8480616,-0.4170919
60,0.15401964,0.071731776,0.23034286,1.3641211,1.873289,-0.07913056,0.02182674,-0.12025258,0.29500073,0.07913056,5.070913,0.15454972,1.1718606,6.4838533,-0.37443686
60,0.18787241,0.07564621,0.23109435,1.4626672,1.7526331,-0.045183614,0.04906404,-0.06876344,0.25550318,0.045183614,4.9166827,0.16367376,1.0946436,5.8597555,-0.37542915
60,0.20154874,0.09596816,0.26992482,1.5048492,2.0106103,-0.072309986,0.031406317,-0.10874316,0.2216772,0.072309986,6.5139356,0.2123115,1.1558926,6.066759,-0.42510366
60,0.17207865,0.09710598,0.26820657,1.4156884,2.121462,-0.10077914,0.010569541,-0.15042143,0.22253937,0.10077914,7.526425,0.21509945,1.2241477,5.8378067,-0.42296982
60,0.14352655,0.0740455,0.25190783,1.335157,2.097501,-0.112446845,-0.002310084,-0.16920494,0.23805061,0.112446845,7.4822907,0.15993333,1.2533861,5.6560307,-0.40243828
