Feature ID,240411_NDVI,240411_NDRE,240411_GNDVI,240411_RVI,240411_CVI,240411_NGRDI,240411_GLI,240411_VARI,240411_BI,240411_CI,240411_RI,240411_CIRE,240411_GI,240411_TVI,240411_CIG
60,0.77706677,0.36547527,0.6526337,7.9712944,2.8395476,0.2524712,0.31601325,0.34929457,0.04760528,-0.2524712,6.1619134,1.1519654,0.5968431,8.689138,-0.78981054
60,0.7705605,0.37056676,0.65877634,7.7168975,3.0623498,0.22703154,0.2972568,0.31454262,0.046522465,-0.22703154,7.1286497,1.1774616,0.6299499,8.597927,-0.794292
60,0.7969494,0.3780565,0.6659749,8.849758,2.8109126,0.27911332,0.33674806,0.38456592,0.049862377,-0.27911332,5.170398,1.2157261,0.56358314,9.798525,-0.7995017
60,0.8011557,0.36831278,0.6597058,9.058124,2.6261215,0.3000172,0.35820818,0.40780026,0.050489552,-0.3000172,4.61149,1.1661239,0.5384412,9.750367,-0.7949672
60,0.7736953,0.35265416,0.6656698,7.8376412,3.1669493,0.22274475,0.29752705,0.30654013,0.046279285,-0.22274475,7.315572,1.0895388,0.63566434,8.797931,-0.79928184
60,0.7924152,0.38310274,0.67297757,8.634618,3.0309722,0.25590733,0.31932384,0.3534199,0.048294567,-0.25590733,5.973892,1.2420309,0.59247416,9.673741,-0.8045267
60,0.80926996,0.3550903,0.65375257,9.486024,2.4048262,0.3302292,0.3736502,0.45340323,0.054684184,-0.3302292,3.6701777,1.1012094,0.5035003,10.433481,-0.79062927
60,0.8045688,0.36456668,0.6712364,9.23378,2.7985218,0.28988826,0.34452897,0.3991727,0.05100129,-0.28988826,4.796645,1.1474586,0.5505219,10.320322,-0.8032812
60,0.8143529,0.36488774,0.6723756,9.773126,2.666133,0.3137972,0.3681325,0.42616466,0.052226048,-0.3137972,4.1670303,1.1490498,0.52230495,10.748487,-0.80409646
60,0.81184053,0.36598,0.6628637,9.629281,2.5264351,0.32255822,0.36764318,0.4435558,0.05316245,-0.32255822,3.9209173,1.1544747,0.51222074,10.525318,-0.7972555
60,0.8355232,0.37916481,0.67392087,11.159768,2.361395,0.3698641,0.41145334,0.49722064,0.054142922,-0.3698641,3.0418391,1.2214668,0.45999885,11.501463,-0.8052004
60,0.83162874,0.38510197,0.67736816,10.878516,2.4846914,0.35325706,0.3984381,0.47657263,0.054412544,-0.35325706,3.289723,1.2525721,0.47791582,11.661407,-0.8076559
60,0.8340844,0.3815706,0.6703747,11.054317,2.3230293,0.37134925,0.40317798,0.507973,0.05829851,-0.37134925,2.803944,1.233999,0.4584177,12.193838,-0.8026638
