Feature ID,240524_NDVI,240524_NDRE,240524_GNDVI,240524_RVI,240524_CVI,240524_NGRDI,240524_GLI,240524_VARI,240524_BI,240524_CI,240524_RI,240524_CIRE,240524_GI,240524_TVI,240524_CIG
60,0.5377046,0.19713414,0.6288968,3.3262377,5.79221,-0.13778599,0.049103335,-0.17499056,0.06527013,0.13778599,31.235271,0.4910761,1.3196098,7.5582333,-0.7721751
60,0.54658246,0.18808696,0.6215244,3.410946,5.381412,-0.11349912,0.069982655,-0.14436188,0.06687084,0.11349912,26.784586,0.463318,1.256061,7.7383204,-0.7665927
60,0.5327527,0.18708329,0.6198175,3.280388,5.533789,-0.12998812,0.061650537,-0.1632963,0.07023789,0.12998812,27.838074,0.4602766,1.2988192,7.9035063,-0.765293
60,0.53745127,0.19334637,0.63217866,3.3238683,5.9240384,-0.14347546,0.050179176,-0.18000464,0.06965674,0.14347546,30.178366,0.47937882,1.3350177,8.120285,-0.774644
60,0.5487948,0.20223759,0.61756366,3.4325733,5.211764,-0.10402437,0.083159566,-0.13107686,0.06575265,0.10402437,25.911503,0.5070121,1.2322036,7.56981,-0.76357263
60,0.54709446,0.19419394,0.62483466,3.4159315,5.4911566,-0.11811818,0.06865717,-0.14942355,0.068050124,0.11811818,26.972675,0.48198676,1.2678776,7.940778,-0.76910555
60,0.53329706,0.18829869,0.61505336,3.2853808,5.3578076,-0.12166243,0.0718321,-0.15203573,0.07145443,0.12166243,26.175886,0.46396053,1.2770289,7.9634705,-0.76165086
60,0.544103,0.18626063,0.62197393,3.386956,5.4354377,-0.117704004,0.07453684,-0.14732161,0.07134517,0.117704004,25.670475,0.45778942,1.2668129,8.2287035,-0.7669345
60,0.55339015,0.19408162,0.62899435,3.4781818,5.542756,-0.11597138,0.07435504,-0.14563368,0.069849975,0.11597138,25.980165,0.48164082,1.2623702,8.319319,-0.7722486
60,0.5512499,0.19336843,0.6317273,3.4568236,5.6790915,-0.12347696,0.06806608,-0.15493998,0.06646706,0.12347696,28.413033,0.47944677,1.2817426,7.9347677,-0.774305
60,0.54774845,0.19518584,0.63478565,3.422317,5.8547134,-0.13343187,0.06295933,-0.16620772,0.06435325,0.13343187,30.948832,0.4850458,1.3079547,7.6861763,-0.776598
60,0.5351982,0.1934344,0.6287674,3.3029094,5.8281293,-0.14102684,0.057838514,-0.1750862,0.06802438,0.14102684,30.49753,0.47964954,1.3283614,7.8397408,-0.77207756
60,0.5315036,0.18592563,0.6180388,3.2689762,5.489431,-0.12886639,0.06994637,-0.15964656,0.07190032,0.12886639,27.03189,0.45677805,1.2958591,8.041285,-0.7639356
60,0.53791296,0.19503975,0.62623173,3.328189,5.687903,-0.1331824,0.06144554,-0.1664507,0.072272256,0.1331824,27.520908,0.4845947,1.3072904,8.323465,-0.770163
60,0.55717015,0.18982634,0.63075584,3.5164073,5.5469136,-0.11345984,0.07473262,-0.14298968,0.06940692,0.11345984,25.800528,0.4686066,1.255961,8.355286,-0.7735748
60,0.54752576,0.19402589,0.6306472,3.420141,5.698927,-0.1269602,0.06193158,-0.16024841,0.0666533,0.1269602,28.864609,0.48146927,1.2908463,7.8853025,-0.7734931
60,0.5484579,0.1975907,0.63851213,3.429266,5.991155,-0.13858691,0.047768455,-0.1762239,0.060918137,0.13858691,33.611076,0.4924935,1.3217664,7.3450108,-0.7793804
60,0.55291235,0.1963707,0.6426972,3.473396,6.085385,-0.13927808,0.047241908,-0.17706953,0.056420054,0.13927808,36.425823,0.4887097,1.3236308,6.9212494,-0.7824902
60,0.5587593,0.22563177,0.6382945,3.532673,5.8072486,-0.123627365,0.073479176,-0.1534951,0.061347365,0.123627365,30.808884,0.58275056,1.2821343,7.5326366,-0.7792183
60,0.54674375,0.21570507,0.65212715,3.412515,6.609539,-0.16377772,0.0359885,-0.2037633,0.061628297,0.16377772,38.083996,0.5500611,1.3917086,7.627035,-0.7894394
60,0.5346862,0.20022339,0.65145814,3.2981753,6.806935,-0.1791875,0.022314187,-0.22270016,0.06429246,0.1791875,39.731636,0.5006982,1.4366101,7.767173,-0.788949
